,username,date,retweets,favorites,Sentiment,text,geo,mentions,id,permalink,processed_text,hashtags,emoticons,Count,HashtagSentiment,Directed
55747,DailyNewsPick,10/7/16 16:49,0,0,Negative,"""Donald Trump tape: People 'disgusted' at recordings where Republican talks about groping women http://www. independent.co.uk/news/world/ame ricas/us-elections/donald-trump-billy-bush-tape-grab-women-us-elections-republican-a7351371.html É #news pic.twitter.com/txTHPPqMzt""",,,"""784541129207341057""",https://twitter.com/DailyNewsPick/status/784541129207341057,donald trump tape: people 'disgusted' recording republican talk groping woman independent.co.uk/news/world/ame ricas/us-elections/donald-trump-billy-bush-tape-grab-women-us-elections-republican-a7351371.html ‰€_ news,#news,,,,
83241,WLD01,10/15/16 16:28,11,15,Negative,"""The #GOP autopsy should be performed on @SpeakerRyan @SenateMajLdr and @Reince for allowing Donald Trump #DumpTrumpNow #EnoughIsEnough""",,@SpeakerRyan @SenateMajLdr @Reince,"""787435027894267908""",https://twitter.com/WLD01/status/787435027894267908,gop autopsy performed allowing donald trump dumptrumpnow enoughisenough,#DumpTrumpNow,,,,
59761,OneNastyWoman,10/1/16 16:16,4,3,Negative,"""here is audio of her comments. Once again Trump and his minions are spinning things #Hillary #audio #millennials #berniesupporters https:// twitter.com/RTMannJr/statu s/782353402277695492 É""",,,"""782358526836387840""",https://twitter.com/OneNastyWoman/status/782358526836387840,audio comments. trump minion spinning thing hillary audio millennials berniesupporters twitter.com/rtmannjr/statu s/782353402277695492 ‰€_,#audio,,,,
60558,RedNationRising,10/3/16 16:52,709,531,Positive,"""And Hillary wants to bring more than that. She doesn't care about our #veterans She will destroy us for Cash #RedNationRising #Trump pic.twitter.com/LGPCjiUkeY""",,,"""783092473342156800""",https://twitter.com/RedNationRising/status/783092473342156800,hillary want bring that. doesn't care veteran destroy u cash rednationrising trump,#veterans,,,,
40707,FitzFox5DC,10/11/16 16:26,1,1,-,"""Thanks to @zburger for showing their #Hillary mural tonight. Got a #Trump or #Clinton display you want to show off on #5at630 ? Tweet @fox5dc pic.twitter.com/VygIyGQ2ce""",,@zburger @fox5dc,"""785985026932563968""",https://twitter.com/FitzFox5DC/status/785985026932563968,thanks showing hillary mural tonight. got trump clinton display want show 5at630 ? tweet,#Trump,,,,
32014,kirkio_,10/14/16 16:26,0,0,Negative,"""When people tell me they are undecided who they going to vote for is crazy. I don't like both, but I rather have Hillary then dumb trump .""",,,"""787072237958422528""",https://twitter.com/kirkio_/status/787072237958422528,"people tell undecided going vote crazy. don't like both, rather hillary dumb trump .",,,,,
71528,iluvspringtime,10/4/16 16:13,2,0,Positive,"""If R gov'tCan't/whoCanStop #Hillary 's corruption? #TrumpsArmy #TrumpTrain #MAGA #Conservative #Patriot #Independent #Libertarian #Trump #1A https:// twitter.com/iluvspringtime /status/783436113457184768 É""",,,"""783444967469514752""",https://twitter.com/iluvspringtime/status/783444967469514752,r gov'tcan't/whocanstop hillary 's corruption? trumpsarmy trumptrain maga conservative patriot independent libertarian trump 1a twitter.com/iluvspringtime /status/783436113457184768 ‰€_,#Patriot,,,,
38780,CocoMac0424,10/3/16 16:03,6,3,Positive,"""Say no to this anti-woman, hateful, racist, anti-semitic corrupt liar on 11/8 #MAGA #Trump #Hillary #NeverHillary pic.twitter.com/8CvxR4K3O7""",,,"""783080091022753793""",https://twitter.com/CocoMac0424/status/783080091022753793,"say anti-woman, hateful, racist, anti-semitic corrupt liar 11/8 maga trump hillary neverhillary",#Trump,,,,
40733,Luke_e_Boy,10/11/16 16:23,0,0,Positive,"""#Exposed NBC caught 'cooking' their poll for bigger Hillary result during tape 'leak'. Real polls they said. #Trump https:// theconservativetreehouse.com/2016/10/11/msn bc-calls-nbcwsj-survey-a-cooked-poll-stay-focused/?utm_source=dlvr.it&utm_medium=twitter É""",,,"""785984099135655936""",https://twitter.com/Luke_e_Boy/status/785984099135655936,exposed nbc caught 'cooking' poll bigger hillary result tape 'leak'. real poll said. trump theconservativetreehouse.com/2016/10/11/msn bc-calls-nbcwsj-survey-a-cooked-poll-stay-focused/?utm_source=dlvr.it&utm_medium=twitter ‰€_,#Trump,,,,
77808,FITNESSGUYWALLY,10/15/16 16:00,0,0,,"""Donald Trump Responds to His Muslim Ban Idea and Hillary Clinton! #MakeAmericaGre ... http:// vid.staged.com/9tnt #staged pic.twitter.com/ByiFsL1gHO""",,,"""787427850223808512""",https://twitter.com/FITNESSGUYWALLY/status/787427850223808512,donald trump responds muslim ban idea hillary clinton! makeamericagre ... vid.staged.com/9tnt staged,#staged,,,,
41405,rightlyaligned,10/14/16 16:51,1,0,Positive,"""#hillary surrogate Berry working on what we all feared. #Trump #TrumpTrain #MAGA #tcot #hillary #corrupthillary #TeamTrump https:// twitter.com/Bella_DAndalor a/status/787077647255867393 É""",,,"""787078284517400576""",https://twitter.com/rightlyaligned/status/787078284517400576,hillary surrogate berry working feared. trump trumptrain maga tcot hillary corrupthillary teamtrump twitter.com/bella_dandalor a/status/787077647255867393 ‰€_,#Trump,,,,
61829,Albertforchange,10/1/16 15:55,0,2,Positive,"""Hillary Clinton's logo I'm with her is not a message of hope Donald Trump is with you the American people. #MakeAmericaGreatAgain #Trump16""",,,"""782353366743678976""",https://twitter.com/Albertforchange/status/782353366743678976,hillary clinton's logo i'm message hope donald trump american people. makeamericagreatagain trump16,#Trump16,,,,
59728,CallawayBOT,10/2/16 16:19,3,2,Positive,"""Feelin it! @JBlurb1 #FeelTheBern RT @ed_hooley : EX-BERNIE SUPPORTERS NOW VOTING FOR TRUMP . THEY HATE HILLARY ! #MAG É http:// buff.ly/2djjJLP""",,@JBlurb1 @ed_hooley,"""782721576705880065""",https://twitter.com/CallawayBOT/status/782721576705880065,feelin it! feelthebern : ex-bernie supporter voting trump . hate hillary ! mag ‰€_ buff.ly/2djjjlp,#FeelTheBern,,,,
2893,coopah,10/2/16 16:40,0,1,Negative,"""Hillary Clinton trolls Trump with late-night tweets of her own http://www. dailykos.com/story/2016/10/ 1/1576804/-Hillary-Clinton-trolls-Trump-with-late-night-tweets-of-her-own É""",,,"""782727026939600896""",https://twitter.com/coopah/status/782727026939600896,hillary clinton troll trump late-night tweet dailykos.com/story/2016/10/ 1/1576804/-hillary-clinton-trolls-trump-with-late-night-tweets-of-her-own ‰€_,,,,,
12308,JustthetipInmar,10/6/16 16:31,1,1,,"""OBAMA IS WHITE AND TRUMP AND HILLARY ARE BLACK LMAOOO FUK https:// twitter.com/thegiricode/st atus/784136277813854208 É""",,,"""784174162025734146""",https://twitter.com/JustthetipInmar/status/784174162025734146,obama white trump hillary black lmaooo fuk twitter.com/thegiricode/st atus/784136277813854208 ‰€_,,,,,
31734,ryanmatsumoto1,10/14/16 16:32,0,1,,"""@chenx064 @BanditGolf McMullin is much more likely than Hillary to knock down Trump in Utah if race closes to a tie nationally""",,@chenx064 @BanditGolf,"""787073692144590848""",https://twitter.com/ryanmatsumoto1/status/787073692144590848,mcmullin much likely hillary knock trump utah race close tie nationally,,,,,
72578,ChristenePatti,10/5/16 16:34,0,2,Positive,"""Low #Hillary #Clinton Õ""USED"" a Child Ôactor to read anti- Trump question http://www. theamericanmirror.com/child-actor-re ads-anti-trump-question-card-hillary-town-hall/ É #Desperate #lies #NeverHillary""",,,"""783812722102247425""",https://twitter.com/ChristenePatti/status/783812722102247425,"low hillary clinton ‰€™""used"" child ‰€˜actor read anti- trump question theamericanmirror.com/child-actor-re ads-anti-trump-question-card-hillary-town-hall/ ‰€_ desperate lie neverhillary",#lies,,,,
56042,Flying4JC,10/3/16 16:59,2,3,,"""LIVE Stream NOW: Donald Trump Rally in Loveland, CO 10/3/16 *RSB Cameras https:// youtu.be/lrwPYqDrKPI #TrumpTrain #America #MAGA #Clinton #pjnet""",,,"""783094090783158273""",https://twitter.com/Flying4JC/status/783094090783158273,"live stream now: donald trump rally loveland, co 10/3/16 *rsb camera youtu.be/lrwpyqdrkpi trumptrain america maga clinton pjnet",#pjnet,,,,
40975,PJStrikeForce,10/12/16 16:37,61,58,Positive,"""New allegations!! #Trump #NewYorkTimes Go Figure #Hillary #BillRAPES #WarOnWomen #VOTE #Trump #TrumpPence16 pic.twitter.com/LPBW3VlOWj""",,,"""786350117825544193""",https://twitter.com/PJStrikeForce/status/786350117825544193,new allegations!! trump newyorktimes go figure hillary billrapes waronwomen vote trump trumppence16,#Trump,,,,
55538,poli_text,10/13/16 16:26,2,2,,"""Exactly! #FoxNews #Obama #Trump #Clinton #CNN #Hillary https:// twitter.com/diamondandsilk /status/786630978689171456 É""",,,"""786709724964290567""",https://twitter.com/poli_text/status/786709724964290567,exactly! foxnews obama trump clinton cnn hillary twitter.com/diamondandsilk /status/786630978689171456 ‰€_,#CNN,,,,
72075,Asher_P_Fly,10/8/16 16:53,1,0,Positive,"""When it comes to making a #choice between #HILLARY 's #Lies and Criminal Behavior or #TRUMP 's locker-room banter...take a look at that #Face ! pic.twitter.com/OkNN18MmDA""",,,"""784904517288460288""",https://twitter.com/Asher_P_Fly/status/784904517288460288,come making choice hillary 's lie criminal behavior trump 's locker-room banter...take look face !,#Lies,,,,
14730,SLVRDLDO,10/7/16 16:50,0,0,-,"""I liked a @YouTube video http:// youtu.be/k4ZTnGdPLrY?a How Donald Trump Figures HeÕll Win Sunday's Debate | The Closer with Keith""",,@YouTube,"""784541453229883392""",https://twitter.com/SLVRDLDO/status/784541453229883392,liked video youtu.be/k4ztngdplry?a donald trump figure he‰€™ll win sunday's debate | closer keith,,,,,
75074,MadeleineLove,10/9/16 16:45,0,0,-,"""Trump 's sexual fantasies, or Hillary giving free rein to WallSt? #debate #PodestaEmails via @wikileaks https:// twitter.com/DrJillStein/st atus/784585832799805440 É""",,@wikileaks,"""785264946409902080""",https://twitter.com/MadeleineLove/status/785264946409902080,"trump 's sexual fantasies, hillary giving free rein wallst? debate podestaemails via twitter.com/drjillstein/st atus/784585832799805440 ‰€_",#PodestaEmails,,,,
70092,LindaKWS1,10/8/16 16:31,0,1,Negative,"""#HillaryClinton Making College debt free and taking on student debt #Hillary #Bernie #millennials #3rdparty #Trump #JillStein #GaryJohnson https:// twitter.com/h1llary4prez/s tatus/784624630581563393 É""",,,"""784899027032604672""",https://twitter.com/LindaKWS1/status/784899027032604672,hillaryclinton making college debt free taking student debt hillary bernie millennials 3rdparty trump jillstein garyjohnson twitter.com/h1llary4prez/s tatus/784624630581563393 ‰€_,#JillStein,,,,
14701,SadChinchilla,10/7/16 16:50,0,2,Negative,"""Bill Clinton being human garbage doesn't change the fact that Donald Trump is human garbage""",,,"""784541554052653056""",https://twitter.com/SadChinchilla/status/784541554052653056,bill clinton human garbage doesn't change fact donald trump human garbage,,,,,
19239,remtweet,10/9/16 16:56,0,0,-,"""Any honest Bill Clinton accuser should and would spit a Donald Trump in the face instantly. At least. Right? How utterly convincing -_- https:// twitter.com/thehill/status /785265175217733632 É""",,,"""785267824063311872""",https://twitter.com/remtweet/status/785267824063311872,honest bill clinton accuser would spit donald trump face instantly. least. right? utterly convincing -_- twitter.com/thehill/status /785265175217733632 ‰€_,,,,,
30463,AnnStokes55,10/13/16 16:17,0,0,-,"""Donald Trump just described himself as the hypocrite we know he is. Doesn't feel so good when the chickens come... http:// fb.me/7fkiMbXAN""",,,"""786707565627502592""",https://twitter.com/AnnStokes55/status/786707565627502592,donald trump described hypocrite know is. doesn't feel good chicken come... fb.me/7fkimbxan,,,,,
62509,GloomandDoom1,10/5/16 15:30,0,1,Positive,"""Election of #Hillary Would be Doomsday Event for USA~I Still Cant Believe It Will Happen~ #msnbc #foxnews #nyt #cnn #wapo #npr #trump #bernie""",,,"""783796595145834496""",https://twitter.com/GloomandDoom1/status/783796595145834496,election hillary would doomsday event usa~i still cant believe happen~ msnbc foxnews nyt cnn wapo npr trump bernie,#bernie,,,,
43967,therayban,10/10/16 16:36,1,2,Positive,"""#Trumpocrats Demand #Sanders ÔImmediately Retract His EndorsementÕ of Ô #Lying , #Globalist #Hillary #Clinton Õ http://www. breitbart.com/2016-president ial-race/2016/10/09/trumpocrats-demand-sanders-immediately-retract-his-endorsement-of-lying-globalist-hillary-clinton/ É #TRUMP""",,,"""785625184464084993""",https://twitter.com/therayban/status/785625184464084993,"trumpocrats demand sander ‰€˜immediately retract endorsement‰€™ ‰€˜ lying , globalist hillary clinton ‰€™ breitbart.com/2016-president ial-race/2016/10/09/trumpocrats-demand-sanders-immediately-retract-his-endorsement-of-lying-globalist-hillary-clinton/ ‰€_ trump",#Hillary,,,,
63223,ProfitinPhilly,10/12/16 16:36,2,2,Positive,"""Why I'm Voting For Donald Trump https:// kellyquelette.wordpress.com/2016/10/11/why -im-voting-for-donald-trump/ É via @wordpressdotcom #MakeAmericaGreatAgain #WakeUpAmerica #Trump2016""",,@wordpressdotcom,"""786349900376125440""",https://twitter.com/ProfitinPhilly/status/786349900376125440,i'm voting donald trump kellyquelette.wordpress.com/2016/10/11/why -im-voting-for-donald-trump/ ‰€_ via makeamericagreatagain wakeupamerica trump2016,#WakeUpAmerica,,,,
35068,AllSmilesBetty,10/15/16 15:58,3,2,Positive,"""Poor Hillary , now she wants to blame Trump that he was the cause of the Russian e-mail hacks. She was hacked LONG before Trump ! Benghazi! https:// twitter.com/AllenWest/stat us/787389357586014208 É""",,,"""787427467141128192""",https://twitter.com/AllSmilesBetty/status/787427467141128192,"poor hillary , want blame trump cause russian e-mail hacks. hacked long trump ! benghazi! twitter.com/allenwest/stat us/787389357586014208 ‰€_",,,,,
17220,CarolineWalkerB,10/8/16 16:49,23,19,Positive,"""Paula Jones Rips A Hole In Hillary Õs Campaign With Statement On Trump Õs 2005 Comments http://www. Feed24hNews.com/2IBfK pic.twitter.com/aHEQeMDmf9""",,,"""784903506440310784""",https://twitter.com/CarolineWalkerB/status/784903506440310784,paula jones rip hole hillary ‰€™s campaign statement trump ‰€™s 2005 comment feed24hnews.com/2ibfk,,,,,
8177,not_dem_or_rep,10/4/16 16:24,0,1,Negative,"""@TheXclass Do you feel these leaks are legit? I see the leaks on Twitter. Nothing in real life. I think Hillary will win cause Trump stinks.""",,@TheXclass,"""783447657461133312""",https://twitter.com/not_dem_or_rep/status/783447657461133312,feel leak legit? see leak twitter. nothing real life. think hillary win cause trump stinks.,,,,,
